"EventID","Metric","Value"
5804,"MODTOL_PROP",0.0576923076923077
5804,"TOLBENT_NTAX",6
5804,"TOLBENT_SUM",27
5804,"TOLBENT_PROP",0.259615384615385
5804,"COTTID_NTAX",0
5804,"COTTID_SUM",0
5804,"COTTID_PROP",0
7824,"TOTAL",1291
7824,"BENT_NTAX",13
7824,"BENT_SUM",266
7824,"BENT_PROP",0.206041828040279
7824,"CYPR_NTAX",11
7824,"CYPR_SUM",1128
7824,"CYPR_PROP",0.873741285824942
7824,"MODTOL_NTAX",4
7824,"MODTOL_SUM",25
7824,"MODTOL_PROP",0.0193648334624322
7824,"TOLBENT_NTAX",6
7824,"TOLBENT_SUM",184
7824,"TOLBENT_PROP",0.142525174283501
7824,"COTTID_NTAX",0
7824,"COTTID_SUM",0
7824,"COTTID_PROP",0
7936,"TOTAL",2548
7936,"BENT_NTAX",12
7936,"BENT_SUM",913
7936,"BENT_PROP",0.358320251177394
7936,"CYPR_NTAX",8
7936,"CYPR_SUM",1954
7936,"CYPR_PROP",0.766875981161695
7936,"MODTOL_NTAX",1
7936,"MODTOL_SUM",1
7936,"MODTOL_PROP",0.000392464678178964
7936,"TOLBENT_NTAX",7
7936,"TOLBENT_SUM",574
7936,"TOLBENT_PROP",0.225274725274725
7936,"COTTID_NTAX",1
7936,"COTTID_SUM",243
7936,"COTTID_PROP",0.0953689167974882
7942,"TOTAL",179
7942,"BENT_NTAX",8
7942,"BENT_SUM",27
7942,"BENT_PROP",0.150837988826816
7942,"CYPR_NTAX",8
7942,"CYPR_SUM",151
7942,"CYPR_PROP",0.843575418994413
7942,"MODTOL_NTAX",2
7942,"MODTOL_SUM",4
7942,"MODTOL_PROP",0.0223463687150838
7942,"TOLBENT_NTAX",5
7942,"TOLBENT_SUM",15
7942,"TOLBENT_PROP",0.0837988826815642
7942,"COTTID_NTAX",0
7942,"COTTID_SUM",0
7942,"COTTID_PROP",0
7946,"TOTAL",158
7946,"BENT_NTAX",6
7946,"BENT_SUM",56
7946,"BENT_PROP",0.354430379746835
7946,"CYPR_NTAX",6
7946,"CYPR_SUM",82
7946,"CYPR_PROP",0.518987341772152
7946,"MODTOL_NTAX",1
7946,"MODTOL_SUM",5
7946,"MODTOL_PROP",0.0316455696202532
7946,"TOLBENT_NTAX",4
7946,"TOLBENT_SUM",52
7946,"TOLBENT_PROP",0.329113924050633
7946,"COTTID_NTAX",0
7946,"COTTID_SUM",0
7946,"COTTID_PROP",0
7948,"TOTAL",138
7948,"BENT_NTAX",8
7948,"BENT_SUM",33
7948,"BENT_PROP",0.239130434782609
7948,"CYPR_NTAX",11
7948,"CYPR_SUM",111
7948,"CYPR_PROP",0.804347826086957
7948,"MODTOL_NTAX",1
7948,"MODTOL_SUM",4
7948,"MODTOL_PROP",0.0289855072463768
7948,"TOLBENT_NTAX",4
7948,"TOLBENT_SUM",24
7948,"TOLBENT_PROP",0.173913043478261
7948,"COTTID_NTAX",0
7948,"COTTID_SUM",0
7948,"COTTID_PROP",0
7950,"TOTAL",167
7950,"BENT_NTAX",9
7950,"BENT_SUM",120
7950,"BENT_PROP",0.718562874251497
7950,"CYPR_NTAX",5
7950,"CYPR_SUM",49
7950,"CYPR_PROP",0.293413173652695
7950,"MODTOL_NTAX",2
7950,"MODTOL_SUM",7
7950,"MODTOL_PROP",0.0419161676646707
7950,"TOLBENT_NTAX",5
7950,"TOLBENT_SUM",90
7950,"TOLBENT_PROP",0.538922155688623
7950,"COTTID_NTAX",0
7950,"COTTID_SUM",0
7950,"COTTID_PROP",0
7952,"TOTAL",245
7952,"BENT_NTAX",5
7952,"BENT_SUM",191
7952,"BENT_PROP",0.779591836734694
7952,"CYPR_NTAX",7
7952,"CYPR_SUM",190
7952,"CYPR_PROP",0.775510204081633
7952,"MODTOL_NTAX",0
7952,"MODTOL_SUM",0
7952,"MODTOL_PROP",0
7952,"TOLBENT_NTAX",5
7952,"TOLBENT_SUM",191
7952,"TOLBENT_PROP",0.779591836734694
7952,"COTTID_NTAX",0
7952,"COTTID_SUM",0
7952,"COTTID_PROP",0
7958,"TOTAL",130
7958,"BENT_NTAX",7
7958,"BENT_SUM",45
7958,"BENT_PROP",0.346153846153846
7958,"CYPR_NTAX",6
7958,"CYPR_SUM",91
7958,"CYPR_PROP",0.7
7958,"MODTOL_NTAX",1
7958,"MODTOL_SUM",5
7958,"MODTOL_PROP",0.0384615384615385
7958,"TOLBENT_NTAX",5
7958,"TOLBENT_SUM",38
7958,"TOLBENT_PROP",0.292307692307692
7958,"COTTID_NTAX",0
7958,"COTTID_SUM",0
7958,"COTTID_PROP",0
7960,"TOTAL",380
7960,"BENT_NTAX",9
7960,"BENT_SUM",150
7960,"BENT_PROP",0.394736842105263
7960,"CYPR_NTAX",6
7960,"CYPR_SUM",282
7960,"CYPR_PROP",0.742105263157895
7960,"MODTOL_NTAX",1
7960,"MODTOL_SUM",16
7960,"MODTOL_PROP",0.0421052631578947
7960,"TOLBENT_NTAX",6
7960,"TOLBENT_SUM",113
7960,"TOLBENT_PROP",0.297368421052632
7960,"COTTID_NTAX",1
7960,"COTTID_SUM",12
7960,"COTTID_PROP",0.0315789473684211
7964,"TOTAL",387
7964,"BENT_NTAX",6
7964,"BENT_SUM",130
7964,"BENT_PROP",0.335917312661499
7964,"CYPR_NTAX",5
7964,"CYPR_SUM",264
7964,"CYPR_PROP",0.682170542635659
7964,"MODTOL_NTAX",0
7964,"MODTOL_SUM",0
7964,"MODTOL_PROP",0
7964,"TOLBENT_NTAX",5
7964,"TOLBENT_SUM",122
7964,"TOLBENT_PROP",0.315245478036176
7964,"COTTID_NTAX",0
7964,"COTTID_SUM",0
7964,"COTTID_PROP",0
11528,"TOTAL",329
11528,"BENT_NTAX",7
11528,"BENT_SUM",171
11528,"BENT_PROP",0.519756838905775
11528,"CYPR_NTAX",7
11528,"CYPR_SUM",171
11528,"CYPR_PROP",0.519756838905775
11528,"MODTOL_NTAX",0
11528,"MODTOL_SUM",0
11528,"MODTOL_PROP",0
11528,"TOLBENT_NTAX",6
11528,"TOLBENT_SUM",115
11528,"TOLBENT_PROP",0.349544072948328
11528,"COTTID_NTAX",0
11528,"COTTID_SUM",0
11528,"COTTID_PROP",0
11582,"TOTAL",370
11582,"BENT_NTAX",9
11582,"BENT_SUM",160
11582,"BENT_PROP",0.432432432432432
11582,"CYPR_NTAX",9
11582,"CYPR_SUM",239
11582,"CYPR_PROP",0.645945945945946
11582,"MODTOL_NTAX",0
11582,"MODTOL_SUM",0
11582,"MODTOL_PROP",0
11582,"TOLBENT_NTAX",6
11582,"TOLBENT_SUM",109
11582,"TOLBENT_PROP",0.294594594594595
11582,"COTTID_NTAX",1
11582,"COTTID_SUM",15
11582,"COTTID_PROP",0.0405405405405405
11596,"TOTAL",891
11596,"BENT_NTAX",12
11596,"BENT_SUM",283
11596,"BENT_PROP",0.317620650953984
11596,"CYPR_NTAX",10
11596,"CYPR_SUM",746
11596,"CYPR_PROP",0.837261503928171
11596,"MODTOL_NTAX",2
11596,"MODTOL_SUM",20
11596,"MODTOL_PROP",0.0224466891133558
11596,"TOLBENT_NTAX",7
11596,"TOLBENT_SUM",262
11596,"TOLBENT_PROP",0.294051627384961
11596,"COTTID_NTAX",0
11596,"COTTID_SUM",0
11596,"COTTID_PROP",0
11600,"TOTAL",770
11600,"BENT_NTAX",9
11600,"BENT_SUM",522
11600,"BENT_PROP",0.677922077922078
11600,"CYPR_NTAX",5
11600,"CYPR_SUM",388
11600,"CYPR_PROP",0.503896103896104
11600,"MODTOL_NTAX",1
11600,"MODTOL_SUM",14
11600,"MODTOL_PROP",0.0181818181818182
11600,"TOLBENT_NTAX",7
11600,"TOLBENT_SUM",487
11600,"TOLBENT_PROP",0.632467532467533
11600,"COTTID_NTAX",0
11600,"COTTID_SUM",0
11600,"COTTID_PROP",0
11628,"TOTAL",1267
11628,"BENT_NTAX",18
11628,"BENT_SUM",408
11628,"BENT_PROP",0.322020520915549
11628,"CYPR_NTAX",11
11628,"CYPR_SUM",978
11628,"CYPR_PROP",0.771902131018153
11628,"MODTOL_NTAX",5
11628,"MODTOL_SUM",51
11628,"MODTOL_PROP",0.0402525651144436
11628,"TOLBENT_NTAX",8
11628,"TOLBENT_SUM",283
11628,"TOLBENT_PROP",0.22336227308603
11628,"COTTID_NTAX",0
11628,"COTTID_SUM",0
11628,"COTTID_PROP",0
11636,"TOTAL",940
11636,"BENT_NTAX",9
11636,"BENT_SUM",589
11636,"BENT_PROP",0.626595744680851
11636,"CYPR_NTAX",9
11636,"CYPR_SUM",631
11636,"CYPR_PROP",0.671276595744681
11636,"MODTOL_NTAX",2
11636,"MODTOL_SUM",4
11636,"MODTOL_PROP",0.00425531914893617
11636,"TOLBENT_NTAX",6
11636,"TOLBENT_SUM",542
11636,"TOLBENT_PROP",0.576595744680851
11636,"COTTID_NTAX",0
11636,"COTTID_SUM",0
11636,"COTTID_PROP",0
11638,"TOTAL",2379
11638,"BENT_NTAX",16
11638,"BENT_SUM",721
11638,"BENT_PROP",0.30306851618327
11638,"CYPR_NTAX",12
11638,"CYPR_SUM",1959
11638,"CYPR_PROP",0.823455233291299
11638,"MODTOL_NTAX",4
11638,"MODTOL_SUM",142
11638,"MODTOL_PROP",0.0596889449348466
11638,"TOLBENT_NTAX",8
11638,"TOLBENT_SUM",578
11638,"TOLBENT_PROP",0.242959226565784
11638,"COTTID_NTAX",0
11638,"COTTID_SUM",0
11638,"COTTID_PROP",0
11640,"TOTAL",733
11640,"BENT_NTAX",13
11640,"BENT_SUM",256
11640,"BENT_PROP",0.34924965893588
11640,"CYPR_NTAX",9
11640,"CYPR_SUM",525
11640,"CYPR_PROP",0.716234652114598
11640,"MODTOL_NTAX",2
11640,"MODTOL_SUM",12
11640,"MODTOL_PROP",0.0163710777626194
11640,"TOLBENT_NTAX",8
11640,"TOLBENT_SUM",192
11640,"TOLBENT_PROP",0.26193724420191
11640,"COTTID_NTAX",0
11640,"COTTID_SUM",0
11640,"COTTID_PROP",0
11642,"TOTAL",1325
11642,"BENT_NTAX",8
11642,"BENT_SUM",632
11642,"BENT_PROP",0.476981132075472
11642,"CYPR_NTAX",7
11642,"CYPR_SUM",955
11642,"CYPR_PROP",0.720754716981132
11642,"MODTOL_NTAX",0
11642,"MODTOL_SUM",0
11642,"MODTOL_PROP",0
11642,"TOLBENT_NTAX",7
11642,"TOLBENT_SUM",590
11642,"TOLBENT_PROP",0.445283018867925
11642,"COTTID_NTAX",0
11642,"COTTID_SUM",0
11642,"COTTID_PROP",0
11644,"TOTAL",253
11644,"BENT_NTAX",10
11644,"BENT_SUM",139
11644,"BENT_PROP",0.549407114624506
11644,"CYPR_NTAX",9
11644,"CYPR_SUM",119
11644,"CYPR_PROP",0.470355731225296
11644,"MODTOL_NTAX",1
11644,"MODTOL_SUM",4
11644,"MODTOL_PROP",0.0158102766798419
11644,"TOLBENT_NTAX",7
11644,"TOLBENT_SUM",123
11644,"TOLBENT_PROP",0.486166007905138
11644,"COTTID_NTAX",0
11644,"COTTID_SUM",0
11644,"COTTID_PROP",0
11664,"TOTAL",808
11664,"BENT_NTAX",7
11664,"BENT_SUM",213
11664,"BENT_PROP",0.263613861386139
11664,"CYPR_NTAX",6
11664,"CYPR_SUM",611
11664,"CYPR_PROP",0.756188118811881
11664,"MODTOL_NTAX",0
11664,"MODTOL_SUM",0
11664,"MODTOL_PROP",0
11664,"TOLBENT_NTAX",6
11664,"TOLBENT_SUM",193
11664,"TOLBENT_PROP",0.238861386138614
11664,"COTTID_NTAX",0
11664,"COTTID_SUM",0
11664,"COTTID_PROP",0
11670,"TOTAL",820
11670,"BENT_NTAX",9
11670,"BENT_SUM",302
11670,"BENT_PROP",0.368292682926829
11670,"CYPR_NTAX",9
11670,"CYPR_SUM",655
11670,"CYPR_PROP",0.798780487804878
11670,"MODTOL_NTAX",0
11670,"MODTOL_SUM",0
11670,"MODTOL_PROP",0
11670,"TOLBENT_NTAX",7
11670,"TOLBENT_SUM",289
11670,"TOLBENT_PROP",0.352439024390244
11670,"COTTID_NTAX",0
11670,"COTTID_SUM",0
11670,"COTTID_PROP",0
11672,"TOTAL",1506
11672,"BENT_NTAX",10
11672,"BENT_SUM",748
11672,"BENT_PROP",0.49667994687915
11672,"CYPR_NTAX",10
11672,"CYPR_SUM",1102
11672,"CYPR_PROP",0.731739707835325
11672,"MODTOL_NTAX",0
11672,"MODTOL_SUM",0
11672,"MODTOL_PROP",0
11672,"TOLBENT_NTAX",8
11672,"TOLBENT_SUM",703
11672,"TOLBENT_PROP",0.466799468791501
11672,"COTTID_NTAX",0
11672,"COTTID_SUM",0
11672,"COTTID_PROP",0
11698,"TOTAL",1068
11698,"BENT_NTAX",14
11698,"BENT_SUM",255
11698,"BENT_PROP",0.23876404494382
11698,"CYPR_NTAX",9
11698,"CYPR_SUM",831
11698,"CYPR_PROP",0.778089887640449
11698,"MODTOL_NTAX",4
11698,"MODTOL_SUM",58
11698,"MODTOL_PROP",0.0543071161048689
11698,"TOLBENT_NTAX",7
11698,"TOLBENT_SUM",185
11698,"TOLBENT_PROP",0.173220973782772
11698,"COTTID_NTAX",0
11698,"COTTID_SUM",0
11698,"COTTID_PROP",0
11718,"TOTAL",1765
11718,"BENT_NTAX",17
11718,"BENT_SUM",584
11718,"BENT_PROP",0.330878186968839
11718,"CYPR_NTAX",13
11718,"CYPR_SUM",1432
11718,"CYPR_PROP",0.811331444759207
11718,"MODTOL_NTAX",5
11718,"MODTOL_SUM",61
11718,"MODTOL_PROP",0.0345609065155807
11718,"TOLBENT_NTAX",6
11718,"TOLBENT_SUM",495
11718,"TOLBENT_PROP",0.280453257790368
11718,"COTTID_NTAX",0
11718,"COTTID_SUM",0
11718,"COTTID_PROP",0
11728,"TOTAL",860
11728,"BENT_NTAX",10
11728,"BENT_SUM",281
11728,"BENT_PROP",0.326744186046512
11728,"CYPR_NTAX",11
11728,"CYPR_SUM",696
11728,"CYPR_PROP",0.809302325581395
11728,"MODTOL_NTAX",2
11728,"MODTOL_SUM",15
11728,"MODTOL_PROP",0.0174418604651163
11728,"TOLBENT_NTAX",7
11728,"TOLBENT_SUM",256
11728,"TOLBENT_PROP",0.297674418604651
11728,"COTTID_NTAX",0
11728,"COTTID_SUM",0
11728,"COTTID_PROP",0
11750,"TOTAL",981
11750,"BENT_NTAX",12
11750,"BENT_SUM",263
11750,"BENT_PROP",0.26809378185525
11750,"CYPR_NTAX",9
11750,"CYPR_SUM",805
11750,"CYPR_PROP",0.82059123343527
11750,"MODTOL_NTAX",3
11750,"MODTOL_SUM",27
11750,"MODTOL_PROP",0.0275229357798165
11750,"TOLBENT_NTAX",4
11750,"TOLBENT_SUM",187
11750,"TOLBENT_PROP",0.190621814475025
11750,"COTTID_NTAX",1
11750,"COTTID_SUM",10
11750,"COTTID_PROP",0.0101936799184506
11792,"TOTAL",1310
11792,"BENT_NTAX",15
11792,"BENT_SUM",548
11792,"BENT_PROP",0.418320610687023
11792,"CYPR_NTAX",11
11792,"CYPR_SUM",1054
11792,"CYPR_PROP",0.804580152671756
11792,"MODTOL_NTAX",3
11792,"MODTOL_SUM",35
11792,"MODTOL_PROP",0.0267175572519084
11792,"TOLBENT_NTAX",7
11792,"TOLBENT_SUM",445
11792,"TOLBENT_PROP",0.33969465648855
11792,"COTTID_NTAX",0
11792,"COTTID_SUM",0
11792,"COTTID_PROP",0
11818,"TOTAL",635
11818,"BENT_NTAX",12
11818,"BENT_SUM",205
11818,"BENT_PROP",0.322834645669291
11818,"CYPR_NTAX",6
11818,"CYPR_SUM",487
11818,"CYPR_PROP",0.766929133858268
11818,"MODTOL_NTAX",3
11818,"MODTOL_SUM",21
11818,"MODTOL_PROP",0.0330708661417323
11818,"TOLBENT_NTAX",7
11818,"TOLBENT_SUM",173
11818,"TOLBENT_PROP",0.27244094488189
11818,"COTTID_NTAX",0
11818,"COTTID_SUM",0
11818,"COTTID_PROP",0
11824,"TOTAL",1361
11824,"BENT_NTAX",10
11824,"BENT_SUM",282
11824,"BENT_PROP",0.207200587803086
11824,"CYPR_NTAX",6
11824,"CYPR_SUM",1052
11824,"CYPR_PROP",0.772961058045555
11824,"MODTOL_NTAX",3
11824,"MODTOL_SUM",40
11824,"MODTOL_PROP",0.0293901542983101
11824,"TOLBENT_NTAX",5
11824,"TOLBENT_SUM",212
11824,"TOLBENT_PROP",0.155767817781043
11824,"COTTID_NTAX",0
11824,"COTTID_SUM",0
11824,"COTTID_PROP",0
11826,"TOTAL",1476
11826,"BENT_NTAX",16
11826,"BENT_SUM",422
11826,"BENT_PROP",0.285907859078591
11826,"CYPR_NTAX",12
11826,"CYPR_SUM",1082
11826,"CYPR_PROP",0.733062330623306
11826,"MODTOL_NTAX",4
11826,"MODTOL_SUM",48
11826,"MODTOL_PROP",0.032520325203252
11826,"TOLBENT_NTAX",6
11826,"TOLBENT_SUM",249
11826,"TOLBENT_PROP",0.16869918699187
11826,"COTTID_NTAX",0
11826,"COTTID_SUM",0
11826,"COTTID_PROP",0
11848,"TOTAL",1386
11848,"BENT_NTAX",12
11848,"BENT_SUM",741
11848,"BENT_PROP",0.534632034632035
11848,"CYPR_NTAX",10
11848,"CYPR_SUM",974
11848,"CYPR_PROP",0.702741702741703
11848,"MODTOL_NTAX",2
11848,"MODTOL_SUM",16
11848,"MODTOL_PROP",0.0115440115440115
11848,"TOLBENT_NTAX",8
11848,"TOLBENT_SUM",673
11848,"TOLBENT_PROP",0.485569985569986
11848,"COTTID_NTAX",0
11848,"COTTID_SUM",0
11848,"COTTID_PROP",0
11850,"TOTAL",2765
11850,"BENT_NTAX",17
11850,"BENT_SUM",1205
11850,"BENT_PROP",0.435804701627486
11850,"CYPR_NTAX",13
11850,"CYPR_SUM",1709
11850,"CYPR_PROP",0.618083182640145
11850,"MODTOL_NTAX",4
11850,"MODTOL_SUM",344
11850,"MODTOL_PROP",0.124412296564195
11850,"TOLBENT_NTAX",8
11850,"TOLBENT_SUM",709
11850,"TOLBENT_PROP",0.256419529837251
11850,"COTTID_NTAX",0
11850,"COTTID_SUM",0
11850,"COTTID_PROP",0
11864,"TOTAL",2339
11864,"BENT_NTAX",13
11864,"BENT_SUM",754
11864,"BENT_PROP",0.322359982898675
11864,"CYPR_NTAX",9
11864,"CYPR_SUM",1958
11864,"CYPR_PROP",0.837109876015391
11864,"MODTOL_NTAX",4
11864,"MODTOL_SUM",47
11864,"MODTOL_PROP",0.0200940572894399
11864,"TOLBENT_NTAX",6
11864,"TOLBENT_SUM",654
11864,"TOLBENT_PROP",0.279606669516888
11864,"COTTID_NTAX",0
11864,"COTTID_SUM",0
11864,"COTTID_PROP",0
11904,"TOTAL",2392
11904,"BENT_NTAX",16
11904,"BENT_SUM",647
11904,"BENT_PROP",0.270484949832776
11904,"CYPR_NTAX",12
11904,"CYPR_SUM",1993
11904,"CYPR_PROP",0.83319397993311
11904,"MODTOL_NTAX",4
11904,"MODTOL_SUM",101
11904,"MODTOL_PROP",0.0422240802675585
11904,"TOLBENT_NTAX",7
11904,"TOLBENT_SUM",456
11904,"TOLBENT_PROP",0.190635451505017
11904,"COTTID_NTAX",0
11904,"COTTID_SUM",0
11904,"COTTID_PROP",0
11930,"TOTAL",471
11930,"BENT_NTAX",16
11930,"BENT_SUM",184
11930,"BENT_PROP",0.390658174097665
11930,"CYPR_NTAX",11
11930,"CYPR_SUM",309
11930,"CYPR_PROP",0.656050955414013
11930,"MODTOL_NTAX",3
11930,"MODTOL_SUM",9
11930,"MODTOL_PROP",0.0191082802547771
11930,"TOLBENT_NTAX",9
11930,"TOLBENT_SUM",146
11930,"TOLBENT_PROP",0.309978768577495
11930,"COTTID_NTAX",0
11930,"COTTID_SUM",0
11930,"COTTID_PROP",0
11932,"TOTAL",35
11932,"BENT_NTAX",7
11932,"BENT_SUM",27
11932,"BENT_PROP",0.771428571428571
11932,"CYPR_NTAX",4
11932,"CYPR_SUM",19
11932,"CYPR_PROP",0.542857142857143
11932,"MODTOL_NTAX",0
11932,"MODTOL_SUM",0
11932,"MODTOL_PROP",0
11932,"TOLBENT_NTAX",5
11932,"TOLBENT_SUM",18
11932,"TOLBENT_PROP",0.514285714285714
11932,"COTTID_NTAX",1
11932,"COTTID_SUM",2
11932,"COTTID_PROP",0.0571428571428571
11940,"TOTAL",24
11940,"BENT_NTAX",1
11940,"BENT_SUM",1
11940,"BENT_PROP",0.0416666666666667
11940,"CYPR_NTAX",1
11940,"CYPR_SUM",15
11940,"CYPR_PROP",0.625
11940,"MODTOL_NTAX",0
11940,"MODTOL_SUM",0
11940,"MODTOL_PROP",0
11940,"TOLBENT_NTAX",1
11940,"TOLBENT_SUM",1
11940,"TOLBENT_PROP",0.0416666666666667
11940,"COTTID_NTAX",0
11940,"COTTID_SUM",0
11940,"COTTID_PROP",0
11942,"TOTAL",71
11942,"BENT_NTAX",3
11942,"BENT_SUM",10
11942,"BENT_PROP",0.140845070422535
11942,"CYPR_NTAX",4
11942,"CYPR_SUM",41
11942,"CYPR_PROP",0.577464788732394
11942,"MODTOL_NTAX",0
11942,"MODTOL_SUM",0
11942,"MODTOL_PROP",0
11942,"TOLBENT_NTAX",3
11942,"TOLBENT_SUM",10
11942,"TOLBENT_PROP",0.140845070422535
11942,"COTTID_NTAX",0
11942,"COTTID_SUM",0
11942,"COTTID_PROP",0
11946,"TOTAL",467
11946,"BENT_NTAX",11
11946,"BENT_SUM",144
11946,"BENT_PROP",0.308351177730193
11946,"CYPR_NTAX",7
11946,"CYPR_SUM",260
11946,"CYPR_PROP",0.556745182012848
11946,"MODTOL_NTAX",3
11946,"MODTOL_SUM",62
11946,"MODTOL_PROP",0.132762312633833
11946,"TOLBENT_NTAX",7
11946,"TOLBENT_SUM",80
11946,"TOLBENT_PROP",0.171306209850107
11946,"COTTID_NTAX",0
11946,"COTTID_SUM",0
11946,"COTTID_PROP",0
11954,"TOTAL",723
11954,"BENT_NTAX",8
11954,"BENT_SUM",193
11954,"BENT_PROP",0.266943291839557
11954,"CYPR_NTAX",9
11954,"CYPR_SUM",607
11954,"CYPR_PROP",0.839557399723375
11954,"MODTOL_NTAX",3
11954,"MODTOL_SUM",16
11954,"MODTOL_PROP",0.0221300138312586
11954,"TOLBENT_NTAX",3
11954,"TOLBENT_SUM",167
11954,"TOLBENT_PROP",0.230982019363762
11954,"COTTID_NTAX",0
11954,"COTTID_SUM",0
11954,"COTTID_PROP",0
11964,"TOTAL",1674
11964,"BENT_NTAX",13
11964,"BENT_SUM",385
11964,"BENT_PROP",0.229988052568698
11964,"CYPR_NTAX",10
11964,"CYPR_SUM",1264
11964,"CYPR_PROP",0.755077658303465
11964,"MODTOL_NTAX",3
11964,"MODTOL_SUM",137
11964,"MODTOL_PROP",0.0818399044205496
11964,"TOLBENT_NTAX",5
11964,"TOLBENT_SUM",126
11964,"TOLBENT_PROP",0.0752688172043011
11964,"COTTID_NTAX",1
11964,"COTTID_SUM",1
11964,"COTTID_PROP",0.000597371565113501
12004,"TOTAL",1906
12004,"BENT_NTAX",10
12004,"BENT_SUM",1508
12004,"BENT_PROP",0.791185729275971
12004,"CYPR_NTAX",9
12004,"CYPR_SUM",1457
12004,"CYPR_PROP",0.764428121720881
12004,"MODTOL_NTAX",0
12004,"MODTOL_SUM",0
12004,"MODTOL_PROP",0
12004,"TOLBENT_NTAX",7
12004,"TOLBENT_SUM",1368
12004,"TOLBENT_PROP",0.717733473242392
12004,"COTTID_NTAX",1
12004,"COTTID_SUM",110
12004,"COTTID_PROP",0.0577124868835257
12048,"TOTAL",228
12048,"BENT_NTAX",8
12048,"BENT_SUM",161
12048,"BENT_PROP",0.706140350877193
12048,"CYPR_NTAX",7
12048,"CYPR_SUM",85
12048,"CYPR_PROP",0.37280701754386
12048,"MODTOL_NTAX",2
12048,"MODTOL_SUM",15
12048,"MODTOL_PROP",0.0657894736842105
12048,"TOLBENT_NTAX",5
12048,"TOLBENT_SUM",114
12048,"TOLBENT_PROP",0.5
12048,"COTTID_NTAX",0
12048,"COTTID_SUM",0
12048,"COTTID_PROP",0
12050,"TOTAL",2422
12050,"BENT_NTAX",16
12050,"BENT_SUM",959
12050,"BENT_PROP",0.395953757225434
12050,"CYPR_NTAX",12
12050,"CYPR_SUM",2086
12050,"CYPR_PROP",0.861271676300578
12050,"MODTOL_NTAX",5
12050,"MODTOL_SUM",51
12050,"MODTOL_PROP",0.0210569777043765
12050,"TOLBENT_NTAX",7
12050,"TOLBENT_SUM",827
12050,"TOLBENT_PROP",0.341453344343518
12050,"COTTID_NTAX",0
12050,"COTTID_SUM",0
12050,"COTTID_PROP",0
12052,"TOTAL",1414
12052,"BENT_NTAX",11
12052,"BENT_SUM",463
12052,"BENT_PROP",0.327439886845827
12052,"CYPR_NTAX",10
12052,"CYPR_SUM",1017
12052,"CYPR_PROP",0.719236209335219
12052,"MODTOL_NTAX",2
12052,"MODTOL_SUM",5
12052,"MODTOL_PROP",0.00353606789250354
12052,"TOLBENT_NTAX",7
12052,"TOLBENT_SUM",340
12052,"TOLBENT_PROP",0.24045261669024
12052,"COTTID_NTAX",0
12052,"COTTID_SUM",0
12052,"COTTID_PROP",0
12058,"TOTAL",736
12058,"BENT_NTAX",10
12058,"BENT_SUM",95
12058,"BENT_PROP",0.129076086956522
12058,"CYPR_NTAX",7
12058,"CYPR_SUM",590
12058,"CYPR_PROP",0.801630434782609
12058,"MODTOL_NTAX",2
12058,"MODTOL_SUM",2
12058,"MODTOL_PROP",0.00271739130434783
12058,"TOLBENT_NTAX",7
12058,"TOLBENT_SUM",63
12058,"TOLBENT_PROP",0.0855978260869565
12058,"COTTID_NTAX",0
12058,"COTTID_SUM",0
12058,"COTTID_PROP",0
12060,"TOTAL",1844
12060,"BENT_NTAX",17
12060,"BENT_SUM",755
12060,"BENT_PROP",0.40943600867679
12060,"CYPR_NTAX",11
12060,"CYPR_SUM",1194
12060,"CYPR_PROP",0.647505422993492
12060,"MODTOL_NTAX",4
12060,"MODTOL_SUM",5
12060,"MODTOL_PROP",0.0027114967462039
12060,"TOLBENT_NTAX",9
12060,"TOLBENT_SUM",455
12060,"TOLBENT_PROP",0.246746203904555
12060,"COTTID_NTAX",0
12060,"COTTID_SUM",0
12060,"COTTID_PROP",0
12064,"TOTAL",1439
12064,"BENT_NTAX",11
12064,"BENT_SUM",130
12064,"BENT_PROP",0.0903405142460042
12064,"CYPR_NTAX",11
12064,"CYPR_SUM",1349
12064,"CYPR_PROP",0.937456567060459
12064,"MODTOL_NTAX",1
12064,"MODTOL_SUM",3
12064,"MODTOL_PROP",0.00208478109798471
12064,"TOLBENT_NTAX",9
12064,"TOLBENT_SUM",112
12064,"TOLBENT_PROP",0.0778318276580959
12064,"COTTID_NTAX",0
12064,"COTTID_SUM",0
12064,"COTTID_PROP",0
12066,"TOTAL",1583
12066,"BENT_NTAX",13
12066,"BENT_SUM",311
12066,"BENT_PROP",0.196462413139608
12066,"CYPR_NTAX",10
12066,"CYPR_SUM",1214
12066,"CYPR_PROP",0.766898294377764
12066,"MODTOL_NTAX",2
12066,"MODTOL_SUM",102
12066,"MODTOL_PROP",0.0644346178142767
12066,"TOLBENT_NTAX",9
12066,"TOLBENT_SUM",251
12066,"TOLBENT_PROP",0.158559696778269
12066,"COTTID_NTAX",0
12066,"COTTID_SUM",0
12066,"COTTID_PROP",0
12068,"TOTAL",669
12068,"BENT_NTAX",10
12068,"BENT_SUM",299
12068,"BENT_PROP",0.446935724962631
12068,"CYPR_NTAX",9
12068,"CYPR_SUM",388
12068,"CYPR_PROP",0.579970104633782
12068,"MODTOL_NTAX",1
12068,"MODTOL_SUM",53
12068,"MODTOL_PROP",0.0792227204783259
12068,"TOLBENT_NTAX",7
12068,"TOLBENT_SUM",186
